Codigo,Espacialidades,IDHM_2010,IDHM_Renda_2010,IDHM_Longevidade_2010,IDHM_Educacao_2010
3531803,Monte Mor,"0,733","0,713","0,863","0,639"
1101401,Monte Negro,"0,607","0,645","0,762","0,454"
4312401,Montenegro,"0,755","0,761","0,866","0,654"
2107001,Montes Altos,"0,575","0,534","0,732","0,486"
2921500,Monte Santo,"0,506","0,515","0,699","0,359"
3143203,Monte Santo de Minas,"0,71","0,689","0,874","0,595"
1713700,Monte Santo do Tocantins,"0,62","0,572","0,76","0,547"
3143302,Montes Claros,"0,77","0,707","0,868","0,744"
5213707,Montes Claros de Goiás,"0,707","0,704","0,806","0,622"
3143401,Monte Sião,"0,724","0,732","0,878","0,59"
3143450,Montezuma,"0,587","0,587","0,809","0,425"
5213756,Montividiu,"0,733","0,738","0,827","0,644"
5213772,Montividiu do Norte,"0,613","0,578","0,816","0,488"
2308708,Morada Nova,"0,61","0,569","0,758","0,525"
3143500,Morada Nova de Minas,"0,696","0,688","0,83","0,59"
2308807,Moraújo,"0,581","0,495","0,768","0,516"
2614303,Moreilândia,"0,6","0,522","0,768","0,54"
4116109,Moreira Sales,"0,675","0,673","0,802","0,57"
2609402,Moreno,"0,652","0,61","0,805","0,564"
4312427,Mormaço,"0,714","0,735","0,86","0,576"
2921609,Morpará,"0,558","0,536","0,732","0,444"
4116208,Morretes,"0,686","0,71","0,837","0,544"
2308906,Morrinhos,"0,588","0,524","0,76","0,511"
5213806,Morrinhos,"0,734","0,739","0,862","0,621"
4312443,Morrinhos do Sul,"0,711","0,72","0,842","0,593"
3531902,Morro Agudo,"0,712","0,716","0,836","0,604"
5213855,Morro Agudo de Goiás,"0,695","0,644","0,826","0,63"
2206654,Morro Cabeça no Tempo,"0,542","0,472","0,774","0,435"
4211207,Morro da Fumaça,"0,738","0,732","0,825","0,665"
3143609,Morro da Garça,"0,648","0,619","0,816","0,538"
2921708,Morro do Chapéu,"0,588","0,554","0,766","0,478"
2206670,Morro do Chapéu do Piauí,"0,55","0,536","0,742","0,418"
3143708,Morro do Pilar,"0,597","0,622","0,809","0,422"
4211256,Morro Grande,"0,701","0,742","0,847","0,548"
4312450,Morro Redondo,"0,702","0,719","0,864","0,557"
4312476,Morro Reuter,"0,743","0,733","0,858","0,653"
2107100,Morros,"0,548","0,485","0,706","0,48"
2921807,Mortugaba,"0,618","0,598","0,771","0,513"
3532009,Morungaba,"0,715","0,726","0,802","0,627"
5213905,Mossâmedes,"0,706","0,696","0,811","0,623"
2408003,Mossoró,"0,72","0,694","0,811","0,663"
4312500,Mostardas,"0,664","0,701","0,849","0,493"
3532058,Motuca,"0,741","0,685","0,859","0,691"
5214002,Mozarlândia,"0,683","0,684","0,825","0,565"
1504901,Muaná,"0,547","0,54","0,775","0,391"
1400308,Mucajaí,"0,665","0,661","0,813","0,547"
2309003,Mucambo,"0,607","0,565","0,732","0,541"
2921906,Mucugê,"0,606","0,589","0,787","0,48"
4312609,Muçum,"0,746","0,757","0,84","0,654"
2922003,Mucuri,"0,665","0,679","0,801","0,541"
3203601,Mucurici,"0,666","0,617","0,828","0,577"
4312617,Muitos Capões,"0,702","0,711","0,873","0,558"
4312625,Muliterno,"0,689","0,74","0,808","0,547"
2309102,Mulungu,"0,607","0,551","0,759","0,534"
2509800,Mulungu,"0,565","0,548","0,778","0,423"
2922052,Mulungu do Morro,"0,566","0,517","0,753","0,466"
2922102,Mundo Novo,"0,59","0,606","0,791","0,429"
5005681,Mundo Novo,"0,686","0,707","0,808","0,565"
5214051,Mundo Novo,"0,634","0,642","0,812","0,488"
3143807,Munhoz,"0,647","0,634","0,821","0,52"
4116307,Munhoz de Melo,"0,726","0,704","0,856","0,634"
2922201,Muniz Ferreira,"0,617","0,581","0,761","0,531"
3203700,Muniz Freire,"0,645","0,637","0,821","0,512"
2922250,Muquém de São Francisco,"0,549","0,488","0,761","0,445"
3203809,Muqui,"0,694","0,673","0,802","0,619"
3143906,Muriaé,"0,734","0,731","0,853","0,634"
2804300,Muribeca,"0,626","0,575","0,771","0,554"
2705507,Murici,"0,527","0,542","0,685","0,395"
2206696,Murici dos Portelas,"0,53","0,489","0,777","0,391"
1713957,Muricilândia,"0,596","0,543","0,745","0,524"
2922300,Muritiba,"0,66","0,629","0,796","0,573"
3532108,Murutinga do Sul,"0,726","0,703","0,847","0,643"
2922409,Mutuípe,"0,601","0,618","0,751","0,467"
3144003,Mutum,"0,644","0,635","0,822","0,511"
5214101,Mutunópolis,"0,68","0,668","0,806","0,584"
3144102,Muzambinho,"0,74","0,723","0,859","0,652"
3144201,Nacip Raydan,"0,585","0,64","0,831","0,377"
3532157,Nantes,"0,714","0,655","0,79","0,702"
3144300,Nanuque,"0,701","0,666","0,85","0,609"
4312658,Não-Me-Toque,"0,765","0,784","0,847","0,673"
3144359,Naque,"0,675","0,632","0,822","0,592"
3532207,Narandiba,"0,718","0,659","0,839","0,67"
2408102,Natal,"0,763","0,768","0,835","0,694"
3144375,Natalândia,"0,671","0,641","0,846","0,557"
3144409,Natércia,"0,693","0,677","0,805","0,612"
1714203,Natividade,"0,673","0,646","0,847","0,556"
3303104,Natividade,"0,73","0,707","0,806","0,683"
3532306,Natividade da Serra,"0,655","0,664","0,814","0,52"
2509909,Natuba,"0,541","0,516","0,71","0,432"
4211306,Navegantes,"0,736","0,731","0,873","0,624"
5005707,Naviraí,"0,7","0,715","0,803","0,597"
1714302,Nazaré,"0,643","0,584","0,792","0,576"
2922508,Nazaré,"0,641","0,637","0,777","0,532"
2609501,Nazaré da Mata,"0,662","0,608","0,789","0,604"
2206704,Nazaré do Piauí,"0,576","0,531","0,707","0,51"
3144508,Nazareno,"0,69","0,662","0,83","0,597"
3532405,Nazaré Paulista,"0,678","0,681","0,818","0,559"
2510006,Nazarezinho,"0,562","0,528","0,747","0,449"
2206720,Nazária,"0,602","0,546","0,78","0,512"
5214408,Nazário,"0,71","0,702","0,808","0,631"
2804409,Neópolis,"0,589","0,575","0,702","0,505"
3144607,Nepomuceno,"0,667","0,658","0,822","0,549"
5214507,Nerópolis,"0,721","0,681","0,82","0,671"
3532504,Neves Paulista,"0,754","0,737","0,823","0,707"
1303007,Nhamundá,"0,586","0,513","0,779","0,503"
3532603,Nhandeara,"0,751","0,755","0,835","0,672"
4312674,Nicolau Vergueiro,"0,753","0,772","0,839","0,66"
2922607,Nilo Peçanha,"0,547","0,531","0,762","0,404"
3303203,Nilópolis,"0,753","0,731","0,817","0,716"
2107209,Nina Rodrigues,"0,585","0,474","0,774","0,547"
3144656,Ninheira,"0,556","0,525","0,784","0,418"
5005806,Nioaque,"0,639","0,658","0,822","0,483"
3532702,Nipoã,"0,713","0,701","0,814","0,636"
5214606,Niquelândia,"0,715","0,709","0,806","0,64"
2408201,Nísia Floresta,"0,622","0,601","0,773","0,518"
3303302,Niterói,"0,837","0,887","0,854","0,773"
5105903,Nobres,"0,699","0,675","0,827","0,611"
4312708,Nonoai,"0,702","0,703","0,833","0,591"
2922656,Nordestina,"0,56","0,507","0,743","0,467"
1400407,Normandia,"0,594","0,52","0,801","0,502"
5106000,Nortelândia,"0,702","0,653","0,793","0,668"
2804458,Nossa Senhora Aparecida,"0,577","0,577","0,774","0,43"
2804508,Nossa Senhora da Glória,"0,587","0,591","0,75","0,456"
2804607,Nossa Senhora das Dores,"0,6","0,579","0,749","0,497"
4116406,Nossa Senhora das Graças,"0,709","0,679","0,832","0,631"
2804706,Nossa Senhora de Lourdes,"0,598","0,56","0,719","0,532"
2206753,Nossa Senhora de Nazaré,"0,586","0,557","0,78","0,462"
5106109,Nossa Senhora do Livramento,"0,638","0,6","0,82","0,529"
2804805,Nossa Senhora do Socorro,"0,664","0,62","0,811","0,581"
2206803,Nossa Senhora dos Remédios,"0,533","0,503","0,732","0,411"
3532801,Nova Aliança,"0,738","0,71","0,826","0,684"
4116505,Nova Aliança do Ivaí,"0,717","0,673","0,794","0,691"
4312757,Nova Alvorada,"0,74","0,763","0,838","0,634"
5006002,Nova Alvorada do Sul,"0,694","0,746","0,809","0,554"
5214705,Nova América,"0,678","0,647","0,796","0,604"
4116604,Nova América da Colina,"0,698","0,655","0,809","0,643"
5006200,Nova Andradina,"0,721","0,716","0,85","0,616"
4312807,Nova Araçá,"0,785","0,796","0,843","0,722"
4116703,Nova Aurora,"0,733","0,726","0,844","0,642"
5214804,Nova Aurora,"0,747","0,703","0,849","0,697"
5106158,Nova Bandeirantes,"0,65","0,696","0,842","0,469"
4312906,Nova Bassano,"0,747","0,778","0,849","0,632"
3144672,Nova Belém,"0,592","0,563","0,768","0,481"
4312955,Nova Boa Vista,"0,768","0,764","0,836","0,708"
5106208,Nova Brasilândia,"0,651","0,673","0,845","0,485"
1100148,Nova Brasilândia D'Oeste,"0,643","0,664","0,763","0,524"
4313003,Nova Bréscia,"0,778","0,836","0,847","0,666"
3532827,Nova Campina,"0,651","0,598","0,799","0,577"
2922706,Nova Canaã,"0,545","0,554","0,789","0,37"
5106216,Nova Canaã do Norte,"0,686","0,692","0,815","0,572"
3532843,Nova Canaã Paulista,"0,715","0,673","0,806","0,675"
4313011,Nova Candelária,"0,759","0,794","0,856","0,643"
4116802,Nova Cantu,"0,658","0,646","0,792","0,558"
3532868,Nova Castilho,"0,756","0,694","0,823","0,755"
2107258,Nova Colinas,"0,566","0,502","0,749","0,481"
5214838,Nova Crixás,"0,643","0,674","0,813","0,485"
2408300,Nova Cruz,"0,629","0,589","0,788","0,537"
3144706,Nova Era,"0,709","0,675","0,825","0,639"
4211405,Nova Erechim,"0,765","0,767","0,851","0,686"
4116901,Nova Esperança,"0,722","0,723","0,829","0,628"
1504950,Nova Esperança do Piriá,"0,502","0,482","0,757","0,346"
4116950,Nova Esperança do Sudoeste,"0,714","0,714","0,805","0,633"
4313037,Nova Esperança do Sul,"0,735","0,723","0,848","0,647"
3532900,Nova Europa,"0,765","0,718","0,869","0,718"
2922730,Nova Fátima,"0,597","0,575","0,738","0,501"
4117008,Nova Fátima,"0,688","0,681","0,819","0,584"
2510105,Nova Floresta,"0,601","0,576","0,758","0,498"
3303401,Nova Friburgo,"0,745","0,758","0,846","0,645"
5214861,Nova Glória,"0,681","0,657","0,816","0,589"
3533007,Nova Granada,"0,739","0,727","0,818","0,68"
5108808,Nova Guarita,"0,688","0,671","0,812","0,597"
3533106,Nova Guataporanga,"0,726","0,707","0,842","0,644"
4313060,Nova Hartz,"0,689","0,694","0,836","0,563"
2922755,Nova Ibiá,"0,57","0,62","0,714","0,419"
3303500,Nova Iguaçu,"0,713","0,691","0,818","0,641"
5214879,Nova Iguaçu de Goiás,"0,655","0,642","0,812","0,54"
3533205,Nova Independência,"0,735","0,675","0,827","0,711"
2107308,Nova Iorque,"0,584","0,558","0,729","0,489"
1504976,Nova Ipixuna,"0,581","0,59","0,766","0,435"
3533254,Novais,"0,719","0,712","0,822","0,634"
4211454,Nova Itaberaba,"0,736","0,753","0,876","0,605"
2922805,Nova Itarana,"0,524","0,508","0,729","0,389"
5106182,Nova Lacerda,"0,636","0,643","0,825","0,485"
4117057,Nova Laranjeiras,"0,642","0,614","0,833","0,517"
3144805,Nova Lima,"0,813","0,864","0,885","0,704"
4117107,Nova Londrina,"0,758","0,735","0,856","0,691"
3533304,Nova Luzitânia,"0,743","0,705","0,808","0,719"
1100338,Nova Mamoré,"0,587","0,619","0,769","0,424"
5108857,Nova Marilândia,"0,704","0,68","0,823","0,623"
5108907,Nova Maringá,"0,663","0,702","0,815","0,509"
3144904,Nova Módica,"0,63","0,61","0,779","0,527"
5108956,Nova Monte Verde,"0,691","0,69","0,823","0,582"
5106224,Nova Mutum,"0,758","0,773","0,837","0,673"
5106174,Nova Nazaré,"0,595","0,621","0,793","0,427"
3533403,Nova Odessa,"0,791","0,755","0,861","0,762"
4117206,Nova Olímpia,"0,71","0,699","0,813","0,631"
5106232,Nova Olímpia,"0,682","0,704","0,804","0,561"
1714880,Nova Olinda,"0,631","0,614","0,765","0,535"
2309201,Nova Olinda,"0,625","0,567","0,779","0,554"
2510204,Nova Olinda,"0,573","0,557","0,744","0,453"
2107357,Nova Olinda do Maranhão,"0,581","0,536","0,755","0,484"
1303106,Nova Olinda do Norte,"0,558","0,541","0,78","0,412"
4313086,Nova Pádua,"0,761","0,762","0,852","0,678"
4313102,Nova Palma,"0,744","0,762","0,841","0,643"
2510303,Nova Palmeira,"0,595","0,567","0,762","0,488"
4313201,Nova Petrópolis,"0,78","0,775","0,89","0,688"
3145000,Nova Ponte,"0,701","0,734","0,835","0,562"
3145059,Nova Porteirinha,"0,641","0,584","0,811","0,556"
4313300,Nova Prata,"0,766","0,782","0,839","0,686"
4117255,Nova Prata do Iguaçu,"0,716","0,711","0,798","0,646"
4313334,Nova Ramada,"0,742","0,752","0,847","0,642"
2922854,Nova Redenção,"0,567","0,534","0,723","0,471"
3145109,Nova Resende,"0,671","0,687","0,839","0,525"
5214903,Nova Roma,"0,634","0,594","0,812","0,529"
4313359,Nova Roma do Sul,"0,741","0,794","0,851","0,602"
1715002,Nova Rosalândia,"0,661","0,582","0,791","0,628"
2309300,Nova Russas,"0,614","0,585","0,754","0,524"
4117214,Nova Santa Bárbara,"0,68","0,668","0,799","0,588"
5106190,Nova Santa Helena,"0,714","0,745","0,809","0,603"
2207959,Nova Santa Rita,"0,554","0,52","0,77","0,425"
4313375,Nova Santa Rita,"0,718","0,716","0,853","0,606"
4117222,Nova Santa Rosa,"0,731","0,732","0,809","0,66"
3145208,Nova Serrana,"0,715","0,709","0,864","0,597"
2922904,Nova Soure,"0,555","0,548","0,712","0,439"
4117271,Nova Tebas,"0,651","0,632","0,788","0,553"
1505007,Nova Timboteua,"0,609","0,564","0,791","0,507"
4211504,Nova Trento,"0,748","0,749","0,891","0,628"
5106240,Nova Ubiratã,"0,669","0,694","0,816","0,529"
1101435,Nova União,"0,587","0,608","0,753","0,442"
3136603,Nova União,"0,662","0,624","0,818","0,568"
3203908,Nova Venécia,"0,712","0,692","0,841","0,621"
4211603,Nova Veneza,"0,768","0,741","0,869","0,703"
5215009,Nova Veneza,"0,718","0,671","0,837","0,66"
2923001,Nova Viçosa,"0,654","0,657","0,78","0,546"
5106257,Nova Xavantina,"0,704","0,713","0,8","0,613"
1715101,Novo Acordo,"0,639","0,618","0,797","0,53"
1303205,Novo Airão,"0,57","0,551","0,776","0,434"
1715150,Novo Alegre,"0,699","0,642","0,812","0,654"
1303304,Novo Aripuanã,"0,554","0,532","0,759","0,421"
4313490,Novo Barreiro,"0,706","0,734","0,808","0,594"
5215207,Novo Brasil,"0,699","0,691","0,828","0,598"
4313391,Novo Cabrais,"0,688","0,697","0,852","0,548"
3145307,Novo Cruzeiro,"0,571","0,562","0,797","0,415"
5215231,Novo Gama,"0,684","0,664","0,851","0,567"
4313409,Novo Hamburgo,"0,747","0,778","0,852","0,629"
2923035,Novo Horizonte,"0,597","0,558","0,757","0,503"
3533502,Novo Horizonte,"0,753","0,741","0,865","0,665"
4211652,Novo Horizonte,"0,706","0,7","0,846","0,594"
5106273,Novo Horizonte do Norte,"0,664","0,652","0,82","0,548"
1100502,Novo Horizonte do Oeste,"0,634","0,606","0,799","0,527"
5006259,Novo Horizonte do Sul,"0,649","0,656","0,798","0,523"
4117297,Novo Itacolomi,"0,71","0,681","0,831","0,633"
1715259,Novo Jardim,"0,596","0,559","0,73","0,52"
2705606,Novo Lino,"0,521","0,546","0,69","0,375"
4313425,Novo Machado,"0,663","0,674","0,796","0,543"
5106265,Novo Mundo,"0,674","0,652","0,815","0,577"
2309409,Novo Oriente,"0,605","0,552","0,763","0,526"
3145356,Novo Oriente de Minas,"0,555","0,568","0,754","0,4"
2206902,Novo Oriente do Piauí,"0,562","0,547","0,775","0,418"
5215256,Novo Planalto,"0,658","0,623","0,831","0,55"
1505031,Novo Progresso,"0,673","0,709","0,828","0,519"
1505064,Novo Repartimento,"0,537","0,557","0,741","0,376"
3145372,Novorizonte,"0,616","0,582","0,804","0,5"
2206951,Novo Santo Antônio,"0,528","0,536","0,702","0,392"
5106315,Novo Santo Antônio,"0,653","0,64","0,829","0,526"
5106281,Novo São Joaquim,"0,649","0,658","0,819","0,507"
4313441,Novo Tiradentes,"0,676","0,679","0,805","0,566"
2923050,Novo Triunfo,"0,554","0,513","0,769","0,43"
4313466,Novo Xingu,"0,767","0,749","0,85","0,708"
3533601,Nuporanga,"0,746","0,73","0,866","0,656"
1505106,Óbidos,"0,594","0,556","0,756","0,499"
2309458,Ocara,"0,594","0,524","0,771","0,519"
3533700,Ocauçu,"0,717","0,679","0,83","0,653"
2207009,Oeiras,"0,634","0,619","0,753","0,547"
1505205,Oeiras do Pará,"0,507","0,502","0,754","0,344"
1600501,Oiapoque,"0,658","0,693","0,779","0,527"
3145406,Olaria,"0,636","0,638","0,823","0,49"
3533809,Óleo,"0,73","0,713","0,858","0,637"
2510402,Olho D'Água,"0,572","0,533","0,776","0,452"
2107407,Olho D'Água das Cunhãs,"0,589","0,551","0,754","0,491"
2705705,Olho D'Água das Flores,"0,565","0,568","0,752","0,422"
2408409,Olho-D'Água do Borges,"0,585","0,577","0,719","0,482"
2705804,Olho D'Água do Casado,"0,525","0,527","0,785","0,35"
2207108,Olho D'Água do Piauí,"0,576","0,537","0,746","0,477"
2705903,Olho D'Água Grande,"0,503","0,473","0,673","0,399"
3145455,Olhos-D'Água,"0,626","0,607","0,812","0,498"
3533908,Olímpia,"0,773","0,737","0,867","0,724"
3145505,Olímpio Noronha,"0,674","0,656","0,809","0,577"
2609600,Olinda,"0,735","0,704","0,836","0,675"
2107456,Olinda Nova do Maranhão,"0,575","0,495","0,724","0,531"
2923100,Olindina,"0,559","0,534","0,81","0,403"
2510501,Olivedos,"0,603","0,531","0,766","0,54"
3145604,Oliveira,"0,699","0,691","0,842","0,587"
1715507,Oliveira de Fátima,"0,675","0,627","0,798","0,614"
2923209,Oliveira dos Brejinhos,"0,554","0,533","0,747","0,427"
3145703,Oliveira Fortes,"0,635","0,616","0,794","0,523"
2706000,Olivença,"0,493","0,513","0,677","0,345"
3145802,Onça de Pitangui,"0,663","0,646","0,806","0,559"
3534005,Onda Verde,"0,738","0,693","0,863","0,671"
3145851,Oratórios,"0,637","0,627","0,824","0,5"
3534104,Oriente,"0,77","0,717","0,837","0,761"
3534203,Orindiúva,"0,767","0,719","0,824","0,762"
1505304,Oriximiná,"0,623","0,599","0,778","0,52"
3145877,Orizânia,"0,562","0,551","0,778","0,414"
5215306,Orizona,"0,715","0,722","0,827","0,612"
3534302,Orlândia,"0,78","0,765","0,882","0,703"
4211702,Orleans,"0,755","0,749","0,873","0,657"
2609709,Orobó,"0,61","0,545","0,787","0,528"
2609808,Orocó,"0,61","0,536","0,766","0,553"
2309508,Orós,"0,636","0,582","0,793","0,557"
4117305,Ortigueira,"0,609","0,632","0,811","0,441"
3534401,Osasco,"0,776","0,776","0,84","0,718"
3534500,Oscar Bressane,"0,749","0,713","0,823","0,715"
4313508,Osório,"0,751","0,769","0,853","0,646"
3534609,Osvaldo Cruz,"0,762","0,74","0,837","0,713"
4211751,Otacílio Costa,"0,74","0,713","0,835","0,681"
1505403,Ourém,"0,568","0,575","0,727","0,438"
2923308,Ouriçangas,"0,607","0,572","0,779","0,503"
2609907,Ouricuri,"0,572","0,578","0,773","0,419"
1505437,Ourilândia do Norte,"0,624","0,653","0,795","0,467"
3534708,Ourinhos,"0,778","0,753","0,859","0,727"
4117404,Ourizona,"0,72","0,721","0,803","0,644"
4211801,Ouro,"0,774","0,774","0,884","0,677"
2408508,Ouro Branco,"0,645","0,61","0,789","0,558"
2706109,Ouro Branco,"0,547","0,538","0,7","0,434"
3145901,Ouro Branco,"0,764","0,753","0,872","0,68"
3534757,Ouroeste,"0,77","0,717","0,866","0,736"
3146008,Ouro Fino,"0,722","0,703","0,861","0,622"
2923357,Ourolândia,"0,56","0,547","0,701","0,459"
3146107,Ouro Preto,"0,741","0,721","0,834","0,677"
1100155,Ouro Preto do Oeste,"0,682","0,687","0,812","0,569"
2510600,Ouro Velho,"0,614","0,585","0,764","0,518"
3534807,Ouro Verde,"0,692","0,666","0,814","0,612"
4211850,Ouro Verde,"0,695","0,696","0,79","0,611"
5215405,Ouro Verde de Goiás,"0,719","0,672","0,821","0,674"
3146206,Ouro Verde de Minas,"0,595","0,582","0,789","0,459"
4117453,Ouro Verde do Oeste,"0,709","0,688","0,817","0,634"
5215504,Ouvidor,"0,747","0,721","0,83","0,697"
3534906,Pacaembu,"0,725","0,717","0,843","0,631"
1505486,Pacajá,"0,515","0,541","0,746","0,338"
2309607,Pacajus,"0,659","0,609","0,788","0,596"
1400456,Pacaraima,"0,65","0,624","0,788","0,558"
2309706,Pacatuba,"0,675","0,605","0,779","0,652"
2804904,Pacatuba,"0,555","0,514","0,731","0,454"
2107506,Paço do Lumiar,"0,724","0,646","0,796","0,739"
2309805,Pacoti,"0,635","0,571","0,773","0,58"
2309904,Pacujá,"0,621","0,562","0,745","0,571"
5215603,Padre Bernardo,"0,651","0,67","0,801","0,515"
3146255,Padre Carvalho,"0,599","0,575","0,795","0,471"
2207207,Padre Marcos,"0,541","0,531","0,699","0,427"
3146305,Padre Paraíso,"0,596","0,556","0,797","0,478"
2207306,Paes Landim,"0,575","0,537","0,721","0,492"
4211876,Paial,"0,718","0,705","0,847","0,62"
4117503,Paiçandu,"0,716","0,697","0,833","0,632"
4313607,Paim Filho,"0,706","0,725","0,87","0,558"
3146404,Paineiras,"0,669","0,691","0,824","0,526"
4211892,Painel,"0,664","0,668","0,808","0,543"
3146503,Pains,"0,728","0,717","0,874","0,616"
3146552,Pai Pedro,"0,59","0,52","0,76","0,52"
3146602,Paiva,"0,72","0,657","0,845","0,672"
2207355,Pajeú do Piauí,"0,559","0,56","0,732","0,427"
2706208,Palestina,"0,558","0,505","0,735","0,467"
3535002,Palestina,"0,732","0,717","0,848","0,645"
5215652,Palestina de Goiás,"0,713","0,656","0,837","0,66"
1505494,Palestina do Pará,"0,589","0,574","0,761","0,467"
2310001,Palhano,"0,638","0,572","0,723","0,628"
4211900,Palhoça,"0,757","0,752","0,859","0,672"
3146701,Palma,"0,703","0,663","0,841","0,623"
2310100,Palmácia,"0,622","0,59","0,742","0,551"
2610004,Palmares,"0,622","0,588","0,744","0,55"
4313656,Palmares do Sul,"0,715","0,725","0,852","0,592"
3535101,Palmares Paulista,"0,722","0,698","0,837","0,645"
